short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
Rúben Neves,23,180,80,Portugal,Wolverhampton Wanderers,English Premier League,82,87,29000000,89000,CM,Right,2,4,3,Low/High,Normal,Yes,57300000.0,#Playmaker,RCM,8.0,,2017-07-08,2023.0,SUB,18.0,61.0,75.0,84.0,77.0,71.0,73.0,,,,,,,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",78,66,53,86,82,76,85,84,87,82,63,60,65,79,70,86,67,78,67,84,82,77,65,86,76,83,,75,70,16,12,10,8,10,71+2,71+2,71+2,75+0,75+0,75+0,75+0,75+0,78+2,78+2,78+2,76+2,81+2,81+2,81+2,76+2,76+2,79+2,79+2,79+2,76+2,74+2,72+2,72+2,72+2,74+2
G. Lo Celso,24,177,68,Argentina,Tottenham Hotspur,English Premier League,82,87,29000000,95000,"CM, CAM",Left,1,3,4,High/High,Normal,Yes,57300000.0,,CAM,18.0,,2020-07-27,2025.0,RCM,7.0,77.0,77.0,82.0,85.0,65.0,73.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",78,76,57,83,69,85,82,77,83,86,76,77,83,82,80,82,61,78,70,78,78,70,79,85,65,81,,70,66,10,7,10,15,14,77+2,77+2,77+2,81+0,81+0,81+0,81+0,81+0,82+2,82+2,82+2,81+2,82+2,82+2,82+2,81+2,75+2,76+2,76+2,76+2,75+2,73+2,69+2,69+2,69+2,73+2
A. Areola,27,195,94,France,Fulham,English Premier League,82,86,20000000,93000,GK,Right,2,3,1,Medium/Medium,PLAYER_BODY_TYPE_354,Yes,,,SUB,1.0,Paris Saint-Germain,,2021.0,,,,,,,,,85.0,79.0,80.0,84.0,55.0,78.0,Comes For Crosses,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,,18,12,85,79,80,78,84,34+2,34+2,34+2,33+0,34+0,34+0,34+0,33+0,36+2,36+2,36+2,34+2,36+2,36+2,36+2,34+2,31+2,34+2,34+2,34+2,31+2,31+2,31+2,31+2,31+2,31+2
Kepa,25,186,88,Spain,Chelsea,English Premier League,82,86,21000000,76000,GK,Right,2,4,1,Medium/Medium,Lean,Yes,41500000.0,,GK,1.0,,2018-08-08,2024.0,SUB,13.0,,,,,,,81.0,82.0,85.0,82.0,33.0,79.0,"GK Long Throw, Saves with Feet",25,11,18,51,18,10,25,19,52,33,34,33,41,73,39,64,71,37,51,14,18,21,15,57,24,63,,18,16,81,82,85,79,82,31+2,31+2,31+2,30+0,33+0,33+0,33+0,30+0,36+2,36+2,36+2,34+2,40+2,40+2,40+2,34+2,31+2,36+2,36+2,36+2,31+2,30+2,29+2,29+2,29+2,30+2
M. Maignan,24,191,91,France,LOSC Lille,French Ligue 1,82,86,21500000,31000,GK,Right,1,3,1,Medium/Medium,Normal,No,42500000.0,,GK,16.0,,2015-08-18,2022.0,SUB,23.0,,,,,,,80.0,80.0,82.0,83.0,46.0,82.0,,18,13,17,36,16,22,14,16,27,24,47,46,39,80,55,62,72,39,78,20,17,24,14,50,15,55,,12,19,80,80,82,82,83,33+2,33+2,33+2,31+0,33+0,33+0,33+0,31+0,34+2,34+2,34+2,33+2,33+2,33+2,33+2,33+2,30+2,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,30+2
Marco Asensio,24,182,76,Spain,Real Madrid,Spain Primera Division,82,86,29000000,160000,"LW, RW",Left,3,3,4,High/Medium,Normal,Yes,61600000.0,,SUB,11.0,,2015-07-01,2023.0,LW,21.0,79.0,80.0,81.0,83.0,43.0,61.0,,,,,,,Long Shot Taker (AI),81,77,57,81,79,84,83,76,80,86,79,79,79,78,76,86,58,76,61,83,45,45,80,81,62,82,,42,39,13,9,6,12,10,78+3,78+3,78+3,81+0,81+0,81+0,81+0,81+0,81+3,81+3,81+3,81+3,77+3,77+3,77+3,81+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3
K. Laimer,23,180,72,Austria,RB Leipzig,German 1. Bundesliga,82,86,26000000,53000,"CDM, CM, RB",Right,1,3,3,Medium/High,Lean,Yes,46200000.0,,RDM,27.0,,2017-07-01,2023.0,LDM,18.0,85.0,68.0,78.0,78.0,80.0,77.0,,,,,,,Dives Into Tackles (AI),78,69,69,84,60,79,70,47,79,79,83,86,76,79,74,72,73,89,69,68,85,84,71,77,54,79,,79,75,9,12,12,13,12,74+2,74+2,74+2,78+0,77+0,77+0,77+0,78+0,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2
H. Maguire,27,194,100,England,Manchester United,English Premier League,82,85,24000000,120000,CB,Right,2,3,2,High/High,Stocky,Yes,47400000.0,"#Aerial Threat, #Strength",LCB,5.0,,2019-08-05,2024.0,,,50.0,53.0,69.0,71.0,82.0,85.0,,,,,,,"Solid Player, Leadership, Long Passer (AI), Power Header",51,48,86,78,47,71,44,46,82,76,47,53,54,82,55,68,84,76,90,52,84,83,61,71,44,83,,83,79,14,16,9,14,9,67+2,67+2,67+2,64+0,67+0,67+0,67+0,64+0,69+2,69+2,69+2,67+2,75+2,75+2,75+2,67+2,73+2,80+2,80+2,80+2,73+2,74+2,82+2,82+2,82+2,74+2
A. Correa,25,171,70,Argentina,Atlético Madrid,Spain Primera Division,82,85,28000000,65000,"RM, ST",Right,1,4,4,High/Medium,Normal,Yes,59500000.0,"#Dribbler, #Acrobat",RM,10.0,,2014-12-13,2024.0,SUB,20.0,84.0,80.0,75.0,87.0,54.0,70.0,,,,,,,"Flair, Technical Dribbler (AI)",74,82,67,77,79,87,82,65,65,87,86,82,89,82,87,80,49,79,64,83,78,48,83,80,55,76,,53,44,13,10,9,8,16,80+2,80+2,80+2,83+0,83+0,83+0,83+0,83+0,82+2,82+2,82+2,81+2,77+2,77+2,77+2,81+2,69+2,67+2,67+2,67+2,69+2,66+2,61+2,61+2,61+2,66+2
G. Rulli,28,189,84,Argentina,Villarreal CF,Spain Primera Division,82,85,20000000,35000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,43500000.0,,GK,13.0,,2020-09-04,2024.0,,,,,,,,,85.0,78.0,77.0,88.0,54.0,78.0,Saves with Feet,12,15,12,32,16,14,19,20,23,15,56,52,58,76,50,58,65,42,73,17,26,21,12,58,24,61,,13,17,85,78,77,78,88,31+3,31+3,31+3,29+0,31+0,31+0,31+0,29+0,32+3,32+3,32+3,30+3,31+3,31+3,31+3,30+3,29+3,29+3,29+3,29+3,29+3,28+3,28+3,28+3,28+3,28+3
N. Pépé,25,183,73,Ivory Coast,Arsenal,English Premier League,82,85,28000000,98000,"RM, RW",Left,1,2,4,High/Medium,PLAYER_BODY_TYPE_255,Yes,55300000.0,#Acrobat,RW,19.0,,2019-08-01,2024.0,ST,19.0,89.0,78.0,75.0,84.0,33.0,66.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",78,77,57,74,70,85,79,79,67,81,88,90,89,83,79,80,68,79,68,77,43,28,80,80,85,77,,27,25,11,14,11,6,8,77+2,77+2,77+2,81+0,81+0,81+0,81+0,81+0,80+2,80+2,80+2,81+2,73+2,73+2,73+2,81+2,61+2,55+2,55+2,55+2,61+2,57+2,46+2,46+2,46+2,57+2
Marcos Llorente,25,184,74,Spain,Atlético Madrid,Spain Primera Division,82,85,27500000,65000,"CM, CF, RM",Right,1,3,3,High/High,Lean,Yes,58400000.0,#Engine,SUB,14.0,,2019-07-01,2024.0,,,84.0,74.0,79.0,81.0,78.0,82.0,,,,,,,,73,74,67,84,62,82,73,58,82,83,79,88,75,84,69,75,66,86,81,74,83,82,82,80,64,82,,80,74,13,6,6,11,15,78+2,78+2,78+2,80+0,81+0,81+0,81+0,80+0,81+2,81+2,81+2,81+2,82+2,82+2,82+2,81+2,81+2,82+2,82+2,82+2,81+2,80+2,79+2,79+2,79+2,80+2
M. Perin,27,188,77,Italy,Genoa,Italian Serie A,82,84,18500000,20000,GK,Right,2,3,1,Medium/Medium,Lean,Yes,34700000.0,,GK,1.0,,2018-07-01,2022.0,,,,,,,,,82.0,82.0,71.0,87.0,56.0,79.0,"Injury Prone, Cautious With Crosses",11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65,,12,19,82,82,71,79,87,30+2,30+2,30+2,31+0,32+0,32+0,32+0,31+0,33+2,33+2,33+2,31+2,31+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,27+2,27+2,27+2,29+2
E. Can,26,186,86,Germany,Borussia Dortmund,German 1. Bundesliga,82,84,26500000,72000,"CM, CDM",Right,2,4,3,Medium/High,Stocky,Yes,47000000.0,#Strength,RCB,23.0,,2020-02-18,2024.0,SUB,23.0,74.0,78.0,79.0,80.0,83.0,87.0,,,,,,,"Dives Into Tackles (AI), Leadership, Flair, Long Shot Taker (AI)",71,76,81,84,71,82,77,64,83,79,66,81,73,81,75,85,87,88,86,81,88,84,78,79,60,83,,86,80,14,8,8,13,11,80+2,80+2,80+2,78+0,79+0,79+0,79+0,78+0,80+2,80+2,80+2,79+2,82+2,82+2,82+2,79+2,81+2,83+1,83+1,83+1,81+2,81+2,84+0,84+0,84+0,81+2
Pacheco,28,186,81,Spain,Deportivo Alavés,Spain Primera Division,82,84,19500000,28000,GK,Left,1,2,1,Medium/Medium,Normal,Yes,42400000.0,,GK,1.0,,2015-08-07,2023.0,,,,,,,,,81.0,79.0,71.0,84.0,45.0,83.0,GK Long Throw,14,16,10,28,13,13,20,20,29,15,48,42,62,78,53,53,73,43,75,15,29,26,14,53,23,62,,16,13,81,79,71,83,84,30+2,30+2,30+2,28+0,29+0,29+0,29+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2
David Soria,27,192,85,Spain,Getafe CF,Spain Primera Division,82,84,18500000,30000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,40200000.0,,GK,13.0,,2018-07-16,2022.0,,,,,,,,,83.0,81.0,72.0,84.0,41.0,81.0,Comes For Crosses,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,54,61,43,75,18,24,18,12,45,23,58,,13,13,83,81,72,81,84,32+2,32+2,32+2,28+0,30+0,30+0,30+0,28+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2
Morata,27,190,84,Spain,Atlético Madrid,Spain Primera Division,82,83,26000000,73000,ST,Right,3,4,3,High/High,Normal,Yes,55300000.0,,RS,9.0,,2020-07-01,2023.0,,,80.0,80.0,71.0,81.0,31.0,77.0,,,,,,,Speed Dribbler (AI),73,83,86,78,80,83,76,44,51,83,75,84,72,80,63,80,84,77,80,72,69,24,85,76,75,79,,14,20,4,5,4,4,5,82+1,82+1,82+1,80+0,81+0,81+0,81+0,80+0,79+3,79+3,79+3,79+3,70+3,70+3,70+3,79+3,57+3,54+3,54+3,54+3,57+3,54+3,50+3,50+3,50+3,54+3
Gabriel Paulista,29,185,72,Brazil,Valencia CF,Spain Primera Division,82,83,21000000,46000,CB,Right,2,2,2,Low/High,Lean,Yes,45700000.0,#Tactician,RCB,5.0,,2017-08-18,2022.0,,,68.0,49.0,71.0,65.0,84.0,83.0,,,,,,,Dives Into Tackles (AI),67,42,81,80,48,60,57,46,74,69,69,68,66,81,65,61,83,80,82,50,87,87,51,65,51,69,,83,82,15,6,15,15,7,63+2,63+2,63+2,64+0,63+0,63+0,63+0,64+0,65+2,65+2,65+2,67+2,71+2,71+2,71+2,67+2,77+2,80+2,80+2,80+2,77+2,78+2,82+1,82+1,82+1,78+2
N. Pope,28,200,76,England,Burnley,English Premier League,82,83,18500000,59000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,36500000.0,,GK,1.0,,2016-07-20,2023.0,SUB,13.0,,,,,,,79.0,81.0,75.0,84.0,48.0,83.0,"Comes For Crosses, Saves with Feet",11,14,11,32,14,15,13,12,35,24,50,47,36,75,42,56,72,37,73,15,36,21,13,43,22,62,,15,14,79,81,75,83,84,31+2,31+2,31+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,30+2,32+2,32+2,32+2,30+2,28+2,31+2,31+2,31+2,28+2,27+2,29+2,29+2,29+2,27+2
L. Ocampos,25,188,84,Argentina,Sevilla FC,Spain Primera Division,82,83,26500000,40000,"RW, LW",Right,2,3,4,High/High,Normal,No,57600000.0,#Engine,LW,5.0,,2019-07-03,2024.0,SUB,11.0,82.0,83.0,78.0,83.0,63.0,84.0,,,,,,,"Flair, Speed Dribbler (AI), Outside Foot Shot",79,85,77,80,81,84,80,65,72,84,80,83,79,85,64,84,80,91,81,79,82,72,84,79,79,82,,61,55,11,8,15,12,7,83+0,83+0,83+0,82+0,83+0,83+0,83+0,82+0,82+1,82+1,82+1,82+1,80+2,80+2,80+2,82+1,75+2,74+2,74+2,74+2,75+2,73+2,71+2,71+2,71+2,73+2
M. Ginter,26,191,86,Germany,Borussia Mönchengladbach,German 1. Bundesliga,82,83,23000000,48000,CB,Right,3,3,2,Medium/Medium,Normal,Yes,40800000.0,,RCB,28.0,,2017-07-04,2022.0,CB,4.0,61.0,58.0,70.0,65.0,85.0,78.0,,,,,,,Team Player,68,55,84,78,53,61,44,42,71,74,54,66,55,85,49,74,69,74,83,46,72,84,55,69,67,71,,86,77,12,10,6,8,10,67+3,67+3,67+3,65+0,66+0,66+0,66+0,65+0,67+3,67+3,67+3,68+3,72+3,72+3,72+3,68+3,76+3,79+3,79+3,79+3,76+3,77+3,82+1,82+1,82+1,77+3
D. Djené,28,178,72,Togo,Getafe CF,Spain Primera Division,82,83,21500000,39000,CB,Right,1,4,2,Medium/High,Normal,No,46800000.0,,RCB,2.0,,2017-07-24,2023.0,,,72.0,37.0,62.0,61.0,84.0,80.0,,,,,,,"Long Throw-in, Solid Player, Dives Into Tackles (AI), Long Passer (AI)",60,29,77,75,22,50,51,48,69,71,73,71,71,82,69,67,79,74,80,27,88,85,49,42,41,73,,86,83,7,15,7,10,10,59+2,59+2,59+2,58+0,58+0,58+0,58+0,58+0,59+2,59+2,59+2,62+2,65+2,65+2,65+2,62+2,76+2,78+2,78+2,78+2,76+2,78+2,82+1,82+1,82+1,78+2
J. Pavlenka,28,196,81,Czech Republic,SV Werder Bremen,German 1. Bundesliga,82,83,18500000,32000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,32800000.0,,GK,1.0,,2017-07-01,2022.0,SUB,23.0,,,,,,,84.0,76.0,68.0,87.0,36.0,76.0,Saves with Feet,11,16,14,28,19,12,10,14,17,19,35,37,39,80,27,51,36,20,68,17,22,13,14,25,18,39,,10,14,84,76,68,76,87,29+2,29+2,29+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,24+2,24+2,24+2,24+2,24+2,23+2,24+2,24+2,24+2,23+2,23+2,24+2,24+2,24+2,23+2
G. Buffon,42,192,92,Italy,Juventus,Italian Serie A,82,82,2200000,41000,GK,Right,4,2,1,Medium/Medium,Normal,Yes,3600000.0,,SUB,77.0,,2019-07-04,2021.0,,,,,,,,,77.0,76.0,74.0,78.0,33.0,91.0,"Team Player, Cautious With Crosses",13,15,13,37,17,26,20,13,35,28,37,30,55,80,49,56,71,34,69,13,38,28,12,50,22,70,,11,11,77,76,74,91,78,31+3,31+3,31+3,30+0,33+0,33+0,33+0,30+0,34+3,34+3,34+3,32+3,35+3,35+3,35+3,32+3,28+3,33+3,33+3,33+3,28+3,26+3,29+3,29+3,29+3,26+3
Raúl Albiol,34,187,74,Spain,Villarreal CF,Spain Primera Division,82,82,8000000,41000,CB,Right,3,3,2,Low/High,Lean,Yes,16800000.0,"#Tackling, #Tactician",RCB,3.0,,2019-07-04,2022.0,,,45.0,41.0,62.0,63.0,86.0,75.0,,,,,,,"Dives Into Tackles (AI), Long Passer (AI)",38,27,77,74,31,59,53,45,72,71,48,43,53,82,55,65,76,56,81,53,81,86,30,64,37,75,,87,85,8,6,5,9,8,55+3,55+3,55+3,54+0,56+0,56+0,56+0,54+0,60+3,60+3,60+3,57+3,67+3,67+3,67+3,57+3,70+3,78+3,78+3,78+3,70+3,72+3,82+0,82+0,82+0,72+3
I. Rakitić,32,184,78,Croatia,Sevilla FC,Spain Primera Division,82,82,17000000,39000,CM,Right,4,4,3,Medium/Medium,Normal,Yes,35700000.0,,LCM,10.0,,2020-09-01,2024.0,,,61.0,79.0,85.0,78.0,75.0,69.0,,,,,,,"Solid Player, Long Shot Taker (AI)",84,77,59,85,81,78,88,82,86,82,62,60,69,80,62,84,34,75,71,76,67,79,79,84,82,80,,77,72,14,11,12,5,9,76+3,76+3,76+3,78+0,78+0,78+0,78+0,78+0,79+3,79+3,79+3,79+3,82+0,82+0,82+0,79+3,77+3,79+3,79+3,79+3,77+3,75+3,73+3,73+3,73+3,75+3
M. Özil,31,180,71,Germany,Arsenal,English Premier League,82,82,19500000,100000,"CAM, RW",Left,4,2,4,Medium/Low,PLAYER_BODY_TYPE_257,Yes,37100000.0,#Playmaker,RES,10.0,,2013-09-02,2021.0,,,64.0,69.0,85.0,83.0,24.0,55.0,,,,,,,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot",81,68,51,88,78,82,84,75,82,88,67,61,75,81,71,70,45,62,56,67,44,24,80,90,67,83,,16,19,6,14,10,6,14,72+3,72+3,72+3,79+0,79+0,79+0,79+0,79+0,82+0,82+0,82+0,80+2,76+3,76+3,76+3,80+2,56+3,55+3,55+3,55+3,56+3,50+3,39+3,39+3,39+3,50+3
D. Payet,33,175,77,France,Olympique de Marseille,French Ligue 1,82,82,13500000,59000,"LW, CAM",Right,3,4,4,High/Low,Stocky,Yes,25700000.0,#Dribbler,LW,10.0,,2017-01-30,2024.0,,,70.0,79.0,84.0,85.0,39.0,67.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",85,78,59,84,77,86,85,82,81,85,72,69,83,80,80,80,42,70,71,80,57,37,81,85,82,80,,39,39,11,15,9,14,12,77+3,77+3,77+3,82+0,81+0,81+0,81+0,82+0,82+0,82+0,82+0,81+1,78+3,78+3,78+3,81+1,63+3,62+3,62+3,62+3,63+3,59+3,51+3,51+3,51+3,59+3
L. Bender,31,185,78,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,82,82,16000000,72000,"RB, CDM, CM",Right,3,3,2,Medium/High,Lean,Yes,27200000.0,,RB,8.0,,2009-08-18,2021.0,,,60.0,64.0,72.0,72.0,84.0,77.0,,,,,,,"Injury Prone, Dives Into Tackles (AI), Leadership, Team Player",71,58,78,78,57,71,49,47,74,76,62,59,64,85,64,74,75,77,76,71,78,85,69,75,52,83,,84,83,12,6,7,12,7,70+3,70+3,70+3,71+0,72+0,72+0,72+0,71+0,73+3,73+3,73+3,72+3,76+3,76+3,76+3,72+3,78+3,80+2,80+2,80+2,78+3,79+3,81+1,81+1,81+1,79+3
Sergio Asenjo,31,189,87,Spain,Villarreal CF,Spain Primera Division,82,82,14000000,34000,GK,Right,2,3,1,Medium/Medium,Stocky,No,29400000.0,,SUB,1.0,,2014-06-30,2022.0,,,,,,,,,84.0,82.0,77.0,82.0,56.0,80.0,"Injury Prone, Comes For Crosses",24,14,13,39,15,15,23,22,39,14,59,54,62,79,58,58,73,41,73,13,20,22,12,46,15,64,,15,14,84,82,77,80,82,31+2,31+2,31+2,31+0,31+0,31+0,31+0,31+0,32+2,32+2,32+2,33+2,33+2,33+2,33+2,33+2,32+2,32+2,32+2,32+2,32+2,31+2,30+2,30+2,30+2,31+2
Willian,31,175,77,Brazil,Arsenal,English Premier League,82,82,19500000,110000,"RW, LW, RM",Right,3,4,4,High/High,Normal,Yes,37100000.0,"#Dribbler, #Acrobat",SUB,12.0,,2020-08-14,2023.0,,,82.0,79.0,80.0,85.0,49.0,59.0,,,,,,,"Solid Player, Flair, Technical Dribbler (AI)",76,77,31,80,59,88,83,84,77,82,86,78,86,80,79,84,32,77,59,81,45,55,79,83,79,79,,57,51,14,12,13,7,13,74+3,74+3,74+3,82+0,81+0,81+0,81+0,82+0,82+0,82+0,82+0,81+1,78+3,78+3,78+3,81+1,69+3,66+3,66+3,66+3,69+3,65+3,54+3,54+3,54+3,65+3
I. Perišić,31,186,80,Croatia,Inter,Italian Serie A,82,82,19500000,115000,"LM, LW",Left,3,5,4,Medium/Medium,Normal,Yes,32200000.0,,SUB,14.0,,2015-09-01,2022.0,,,79.0,81.0,78.0,78.0,62.0,76.0,,,,,,,Flair,83,80,80,79,81,79,73,75,74,79,78,79,76,79,73,84,85,81,76,80,65,69,85,76,76,80,,52,54,6,7,10,9,6,80+2,80+2,80+2,80+0,80+0,80+0,80+0,80+0,79+3,79+3,79+3,80+2,77+3,77+3,77+3,80+2,72+3,70+3,70+3,70+3,72+3,71+3,68+3,68+3,68+3,71+3
J. Boateng,31,192,90,Germany,FC Bayern München,German 1. Bundesliga,82,82,16500000,82000,CB,Right,4,4,2,Medium/Medium,Stocky,Yes,27200000.0,#Strength,RCB,17.0,,2011-07-14,2021.0,,,70.0,50.0,72.0,65.0,82.0,79.0,,,,,,,"Long Throw-in, Injury Prone, Long Passer (AI)",69,34,84,77,52,64,53,31,84,70,64,75,55,82,52,78,73,60,88,58,82,77,47,73,46,84,,87,84,7,12,15,6,5,64+3,64+3,64+3,64+0,64+0,64+0,64+0,64+0,66+3,66+3,66+3,67+3,72+3,72+3,72+3,67+3,75+3,79+3,79+3,79+3,75+3,77+3,82+0,82+0,82+0,77+3
A. Kolarov,34,187,81,Serbia,Inter,Italian Serie A,82,82,8000000,105000,LB,Left,2,3,3,High/Medium,Normal,Yes,13200000.0,"#Distance Shooter, #Crosser, #FK Specialist",SUB,11.0,,2020-09-08,2021.0,,,68.0,74.0,81.0,76.0,82.0,77.0,,,,,,,"Early Crosser, Long Shot Taker (AI)",90,60,80,78,64,80,85,88,77,77,69,67,61,83,58,95,79,79,73,86,86,82,78,77,80,90,,83,81,16,15,8,16,6,76+2,76+2,76+2,76+0,77+0,77+0,77+0,76+0,76+2,76+2,76+2,77+2,79+2,79+2,79+2,77+2,80+2,80+2,80+2,80+2,80+2,80+2,81+1,81+1,81+1,80+2
A. Ramsey,29,183,76,Wales,Juventus,Italian Serie A,82,82,21500000,98000,"CM, CAM",Right,3,3,3,High/High,Lean,Yes,35500000.0,#Engine,CAM,8.0,,2019-07-01,2023.0,LDM,10.0,68.0,77.0,79.0,80.0,68.0,73.0,,,,,,,"Injury Prone, Outside Foot Shot",75,75,58,84,79,81,70,66,80,83,67,68,72,81,74,81,66,89,66,74,74,69,84,81,75,81,,72,68,6,11,5,10,8,76+3,76+3,76+3,78+0,79+0,79+0,79+0,78+0,80+2,80+2,80+2,79+3,81+1,81+1,81+1,79+3,76+3,76+3,76+3,76+3,76+3,74+3,70+3,70+3,70+3,74+3
Canales,29,176,65,Spain,Real Betis,Spain Primera Division,82,82,21500000,36000,"CM, LM, RM",Left,2,3,4,High/Medium,Lean,Yes,45200000.0,,RCM,10.0,,2018-07-03,2023.0,,,78.0,80.0,83.0,83.0,65.0,68.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI)",79,82,46,83,63,83,82,81,82,84,78,78,82,83,76,78,39,76,68,81,63,77,85,87,74,79,,71,55,15,12,16,13,12,77+2,77+2,77+2,82+0,82+0,82+0,82+0,82+0,83+,83+,83+,82+0,82+0,82+0,82+0,82+0,75+2,75+2,75+2,75+2,75+2,72+2,66+2,66+2,66+2,72+2
O. Baumann,30,187,82,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,82,82,15000000,37000,GK,Right,2,1,1,Medium/Medium,Normal,Yes,25500000.0,,GK,1.0,,2014-07-01,2023.0,,,,,,,,,81.0,80.0,79.0,82.0,49.0,79.0,"Leadership, Saves with Feet",14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,,18,14,81,80,79,79,82,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2
Neto,30,190,84,Brazil,FC Barcelona,Spain Primera Division,82,82,15000000,125000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,30800000.0,,SUB,13.0,,2019-07-09,2023.0,,,,,,,,,84.0,79.0,78.0,80.0,54.0,79.0,,11,15,14,36,12,19,12,13,41,24,56,52,59,78,49,59,83,41,63,20,40,15,11,42,22,64,,14,15,84,79,78,79,80,32+2,32+2,32+2,31+0,32+0,32+0,32+0,31+0,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,29+2,32+2,32+2,32+2,29+2,29+2,29+2,29+2,29+2,29+2
Rodrigo,29,182,77,Spain,Leeds United,English Premier League,82,82,22000000,140000,ST,Left,3,3,4,High/Medium,Lean,Yes,44000000.0,#Speedster,SUB,20.0,,2020-08-29,2024.0,SUB,19.0,91.0,79.0,76.0,81.0,44.0,71.0,,,,,,,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",77,80,80,81,77,81,83,67,58,82,90,91,79,83,74,82,77,75,69,76,68,31,83,81,77,80,,41,40,7,13,10,11,5,81+1,81+1,81+1,82+0,82+0,82+0,82+0,82+0,81+1,81+1,81+1,81+1,73+3,73+3,73+3,81+1,65+3,60+3,60+3,60+3,65+3,62+3,56+3,56+3,56+3,62+3
J. Rodríguez,28,180,75,Colombia,Everton,English Premier League,82,82,22500000,105000,"CAM, CM, RM",Left,4,2,4,Medium/Medium,Normal,Yes,42800000.0,"#Dribbler, #Distance Shooter, #Crosser, #FK Specialist",RW,19.0,,2020-09-07,2022.0,LCM,10.0,53.0,86.0,85.0,86.0,50.0,63.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",90,84,62,83,90,86,89,86,81,90,55,52,78,84,76,86,46,65,64,92,60,55,80,83,81,87,,41,44,15,15,15,5,14,79+3,79+3,79+3,81+0,81+0,81+0,81+0,81+0,82+0,82+0,82+0,80+2,80+2,80+2,80+2,80+2,67+3,67+3,67+3,67+3,67+3,62+3,57+3,57+3,57+3,62+3
