short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
S. Meïté,26,187,80,France,Torino,Italian Serie A,76,79,9500000,39000,"CM, CDM",Right,1,3,3,Medium/Medium,Normal,No,16900000.0,NoTag,RCM,23.0,,2018-07-10,2023.0,,,64.0,59.0,73.0,77.0,72.0,79.0,Solid Player,69,48,60,79,55,80,54,54,76,80,67,62,66,76,61,71,71,79,80,73,77,70,71,73,55,74,,76,71,13,7,7,13,11,68+2,68+2,68+2,72+0,72+0,72+0,72+0,72+0,74+2,74+2,74+2,73+2,76+2,76+2,76+2,73+2,74+2,76+2,76+2,76+2,74+2,72+2,73+2,73+2,73+2,72+2
B. Traoré,24,181,73,Burkina Faso,Aston Villa,English Premier League,76,79,10000000,49000,"RW, RM",Left,2,1,4,High/Medium,Lean,Yes,19800000.0,NoTag,SUB,15.0,,2020-09-19,2024.0,,,82.0,71.0,71.0,82.0,47.0,66.0,"Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",69,72,66,74,72,82,79,73,67,86,81,82,88,69,59,73,81,68,65,66,60,54,72,68,69,69,,40,37,11,7,7,13,12,74+2,74+2,74+2,76+0,76+0,76+0,76+0,76+0,76+2,76+2,76+2,76+2,71+2,71+2,71+2,76+2,63+2,61+2,61+2,61+2,63+2,61+2,56+2,56+2,56+2,61+2
I. Amadou,27,183,81,France,Sevilla FC,Spain Primera Division,76,79,8500000,23000,"CDM, CB",Right,2,3,3,Medium/High,Normal,Yes,18500000.0,NoTag,SUB,30.0,,2018-07-02,2022.0,,,66.0,55.0,65.0,71.0,74.0,79.0,,56,45,65,74,52,72,61,32,70,73,62,69,65,76,65,75,82,79,78,62,80,77,52,65,51,67,,79,70,6,7,11,14,14,64+2,64+2,64+2,65+0,66+0,66+0,66+0,65+0,67+2,67+2,67+2,67+2,71+2,71+2,71+2,67+2,72+2,75+2,75+2,75+2,72+2,72+2,75+2,75+2,75+2,72+2
M. Meyer,24,173,68,Germany,Crystal Palace,English Premier League,76,79,10000000,42000,"LM, CM",Right,2,4,4,Medium/Medium,Lean,Yes,19800000.0,NoTag,SUB,7.0,,2018-08-03,2021.0,,,67.0,62.0,77.0,80.0,64.0,64.0,Finesse Shot,76,63,37,79,60,78,76,74,75,79,75,61,88,75,88,60,60,76,51,60,80,70,72,76,60,77,,66,62,8,12,13,11,14,65+2,65+2,65+2,74+0,72+0,72+0,72+0,74+0,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,69+2,64+2,64+2,64+2,69+2
Kenedy,24,182,77,Brazil,Granada CF,Spain Primera Division,76,79,10000000,22000,LM,Left,1,2,4,High/High,Lean,Yes,,NoTag,SUB,24.0,Chelsea,,2021.0,,,76.0,67.0,72.0,80.0,57.0,64.0,"Flair, Technical Dribbler (AI)",77,64,66,72,55,82,77,54,65,79,76,76,78,72,69,75,68,67,67,67,51,56,74,73,67,75,,57,52,11,15,11,15,12,72+2,72+2,72+2,75+0,74+0,74+0,74+0,75+0,74+2,74+2,74+2,75+2,71+2,71+2,71+2,75+2,67+2,64+2,64+2,64+2,67+2,65+2,61+2,61+2,61+2,65+2
K. Baldé,25,181,80,Senegal,AS Monaco,French Ligue 1,76,79,10000000,46000,"ST, LM, LW",Right,2,4,4,High/Medium,Normal,Yes,19800000.0,Speedster,RES,14.0,,2017-08-29,2022.0,,,91.0,74.0,71.0,79.0,30.0,70.0,"Finesse Shot, Flair, Speed Dribbler (AI)",74,76,70,74,68,81,69,58,64,78,90,91,79,70,77,79,78,73,75,70,54,31,74,70,60,79,,29,28,12,8,13,8,15,76+2,76+2,76+2,77+0,77+0,77+0,77+0,77+0,76+2,76+2,76+2,77+2,68+2,68+2,68+2,77+2,58+2,53+2,53+2,53+2,58+2,55+2,47+2,47+2,47+2,55+2
M. Wolf,25,188,81,Germany,Borussia Dortmund,German 1. Bundesliga,76,79,9500000,45000,"RM, RB",Right,2,4,3,High/Medium,Lean,Yes,16900000.0,NoTag,SUB,27.0,,2018-07-01,2023.0,,,79.0,70.0,72.0,75.0,68.0,75.0,Early Crosser,75,72,69,75,62,77,69,71,61,77,77,81,67,75,65,75,61,84,74,67,72,69,73,72,52,76,,67,67,12,15,7,16,8,74+2,74+2,74+2,75+0,75+0,75+0,75+0,75+0,74+2,74+2,74+2,75+2,73+2,73+2,73+2,75+2,74+2,71+2,71+2,71+2,74+2,73+2,70+2,70+2,70+2,73+2
D. Praet,26,181,78,Belgium,Leicester City,English Premier League,76,78,9000000,66000,CM,Right,2,4,4,High/Medium,Normal,Yes,17800000.0,NoTag,SUB,26.0,,2019-08-08,2024.0,,,67.0,70.0,77.0,78.0,61.0,64.0,Technical Dribbler (AI),74,66,62,81,70,79,75,67,77,79,68,67,74,74,67,73,65,70,60,76,64,61,76,77,56,79,,63,60,6,6,10,14,10,71+2,71+2,71+2,75+0,75+0,75+0,75+0,75+0,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,69+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2
J. Lundstram,26,181,74,England,Sheffield United,English Premier League,76,78,9000000,34000,CM,Right,1,5,3,Medium/High,Normal,Yes,17800000.0,NoTag,SUB,7.0,,2017-07-25,2021.0,,,64.0,69.0,70.0,71.0,71.0,73.0,"Dives Into Tackles (AI), Finesse Shot, Long Passer (AI)",52,72,63,77,48,69,71,54,76,75,65,64,68,78,58,73,58,84,66,67,78,76,77,76,46,72,,72,72,14,6,6,9,8,71+2,71+2,71+2,70+0,73+0,73+0,73+0,70+0,74+2,74+2,74+2,71+2,76+2,76+2,76+2,71+2,71+2,75+2,75+2,75+2,71+2,71+2,71+2,71+2,71+2,71+2
E. Pulgar,26,187,74,Chile,Fiorentina,Italian Serie A,76,78,8500000,42000,"CDM, CM",Right,1,3,3,Medium/High,Lean,No,15100000.0,NoTag,CDM,78.0,,2019-08-09,2023.0,CDM,13.0,61.0,61.0,75.0,74.0,73.0,76.0,,73,49,69,78,54,74,77,71,76,78,63,59,66,74,68,78,78,80,73,68,80,72,58,72,79,76,,76,72,12,12,11,15,11,66+2,66+2,66+2,69+0,69+0,69+0,69+0,69+0,70+2,70+2,70+2,71+2,74+2,74+2,74+2,71+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2
G. Rodríguez,25,185,80,Argentina,Real Betis,Spain Primera Division,76,78,8500000,20000,"CDM, CM",Right,1,4,2,Medium/High,Lean,Yes,18500000.0,NoTag,SUB,21.0,,2020-01-14,2024.0,SUB,18.0,56.0,56.0,65.0,63.0,77.0,78.0,"Long Shot Taker (AI), Outside Foot Shot",59,43,72,72,47,60,49,42,70,72,53,59,54,75,52,75,43,76,81,69,83,80,56,63,53,68,,76,75,12,11,14,16,6,63+2,63+2,63+2,61+0,63+0,63+0,63+0,61+0,64+2,64+2,64+2,63+2,69+2,69+2,69+2,63+2,71+2,75+2,75+2,75+2,71+2,72+2,76+2,76+2,76+2,72+2
Pedro Obiang,28,185,75,Equatorial Guinea,Sassuolo,Italian Serie A,76,77,7500000,29000,"CDM, CM",Right,2,3,3,Medium/Medium,Lean,Yes,13300000.0,NoTag,RDM,14.0,,2019-07-24,2022.0,,,57.0,59.0,74.0,73.0,75.0,72.0,Playmaker (AI),68,50,70,77,60,74,56,62,79,76,58,57,63,69,63,74,72,72,72,65,71,76,60,78,59,76,,78,77,9,7,7,6,7,65+2,65+2,65+2,67+0,68+0,68+0,68+0,67+0,70+2,70+2,70+2,69+2,74+2,74+2,74+2,69+2,72+2,75+2,75+2,75+2,72+2,72+2,74+2,74+2,74+2,72+2
J. Boëtius,26,178,73,Netherlands,1. FSV Mainz 05,German 1. Bundesliga,76,77,9000000,27000,CAM,Right,1,4,4,Medium/High,Normal,No,16900000.0,NoTag,RAM,5.0,,2018-08-27,2022.0,,,81.0,70.0,73.0,81.0,43.0,64.0,"Flair, Speed Dribbler (AI), Technical Dribbler (AI)",72,70,57,75,72,81,80,60,65,80,84,79,87,74,75,71,68,83,60,70,47,39,75,76,61,72,,43,38,15,12,9,11,9,72+2,72+2,72+2,77+0,76+0,76+0,76+0,77+0,76+1,76+1,76+1,77+0,72+2,72+2,72+2,77+0,63+2,59+2,59+2,59+2,63+2,60+2,51+2,51+2,51+2,60+2
M. Weiser,26,177,71,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,76,77,8000000,47000,"RB, RM",Right,2,4,4,High/Medium,Lean,Yes,14200000.0,NoTag,RES,23.0,,2018-07-01,2023.0,,,70.0,62.0,74.0,82.0,72.0,68.0,Flair,75,63,66,78,59,83,69,52,67,81,77,65,84,77,79,58,67,76,64,61,69,74,74,79,58,80,,73,72,13,15,10,13,9,70+2,70+2,70+2,76+0,74+0,74+0,74+0,76+0,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,75+2,74+2,74+2,74+2,75+2,74+2,71+2,71+2,71+2,74+2
J. Lukaku,25,177,86,Belgium,Lazio,Italian Serie A,76,77,9000000,47000,"LM, LB",Left,2,3,3,High/Medium,Stocky,No,16000000.0,Speedster,SUB,5.0,,2016-07-22,2022.0,,,91.0,61.0,70.0,80.0,71.0,74.0,"Injury Prone, Speed Dribbler (AI)",79,54,62,74,57,80,53,46,66,80,90,92,77,78,79,76,72,67,78,66,74,77,61,68,53,76,,74,72,8,7,14,15,9,70+2,70+2,70+2,75+0,73+0,73+0,73+0,75+0,73+2,73+2,73+2,75+2,72+2,72+2,72+2,75+2,76+1,73+2,73+2,73+2,76+1,76+1,73+2,73+2,73+2,76+1
R. Quaison,26,183,77,Sweden,1. FSV Mainz 05,German 1. Bundesliga,76,77,9000000,29000,"ST, LM, CAM",Right,1,3,3,High/Medium,Normal,Yes,16900000.0,NoTag,LAM,7.0,,2017-01-31,2021.0,RS,11.0,75.0,77.0,68.0,79.0,44.0,69.0,Technical Dribbler (AI),67,79,54,72,76,80,73,56,67,80,77,74,75,79,75,77,55,78,72,76,54,49,81,63,65,76,,39,55,9,8,13,9,13,76+1,76+1,76+1,76+0,77+0,77+0,77+0,76+0,75+2,75+2,75+2,75+2,71+2,71+2,71+2,75+2,64+2,61+2,61+2,61+2,64+2,61+2,54+2,54+2,54+2,61+2
M. Elneny,27,181,74,Egypt,Arsenal,English Premier League,76,77,8000000,60000,"CDM, CM",Right,1,3,3,Medium/High,Lean,Yes,15800000.0,NoTag,SUB,25.0,,2016-01-14,2022.0,LCM,17.0,55.0,63.0,72.0,70.0,73.0,74.0,Solid Player,66,57,61,78,39,68,69,56,77,75,55,55,65,74,62,78,69,87,68,67,73,75,63,67,62,75,,74,72,7,15,15,12,6,66+2,66+2,66+2,67+0,68+0,68+0,68+0,67+0,69+2,69+2,69+2,69+2,73+2,73+2,73+2,69+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,72+2,72+2
L. Augustinsson,26,181,72,Sweden,SV Werder Bremen,German 1. Bundesliga,76,77,8000000,25000,"LB, LWB, LM",Left,1,2,3,High/Medium,Lean,Yes,14200000.0,NoTag,LB,5.0,,2017-07-01,2022.0,LB,6.0,68.0,60.0,75.0,74.0,71.0,71.0,,79,55,56,74,56,73,75,70,75,75,75,63,75,72,72,69,69,88,65,59,67,72,65,73,62,74,,75,76,10,12,10,15,8,65+2,65+2,65+2,70+0,69+0,69+0,69+0,70+0,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,74+2,70+2,70+2,70+2,74+2
Jason,25,178,65,Spain,Valencia CF,Spain Primera Division,76,77,9000000,30000,RM,Right,1,4,3,Medium/Low,Normal,Yes,19600000.0,NoTag,SUB,23.0,,2019-07-01,2022.0,,,78.0,74.0,72.0,78.0,49.0,66.0,Flair,72,74,62,75,70,79,70,69,65,78,78,78,75,76,73,77,72,68,67,71,60,54,77,72,68,69,,50,40,9,9,11,11,14,74+2,74+2,74+2,76+0,76+0,76+0,76+0,76+0,75+2,75+2,75+2,75+2,71+2,71+2,71+2,75+2,64+2,62+2,62+2,62+2,64+2,62+2,57+2,57+2,57+2,62+2
G. Di Lorenzo,26,183,83,Italy,Napoli,Italian Serie A,76,77,8000000,47000,"RB, RM",Right,1,3,3,Medium/Medium,Normal,No,14200000.0,NoTag,RB,22.0,,2019-07-01,2025.0,SUB,2.0,70.0,69.0,71.0,74.0,75.0,74.0,Long Shot Taker (AI),76,68,71,73,66,75,69,69,71,73,68,71,72,75,72,72,75,78,72,69,74,75,70,64,59,72,,75,74,8,10,8,10,7,71+2,71+2,71+2,72+0,71+0,71+0,71+0,72+0,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,74+2,74+2
T. Walcott,31,176,68,England,Everton,English Premier League,76,76,7000000,66000,RM,Right,3,2,3,Medium/Medium,Lean,Yes,13300000.0,NoTag,SUB,11.0,,2018-01-17,2021.0,,,86.0,70.0,69.0,78.0,39.0,60.0,"Finesse Shot, Speed Dribbler (AI)",73,70,58,70,71,78,76,74,61,77,86,86,79,76,77,76,62,67,55,65,65,35,74,67,69,74,,39,36,11,8,9,9,8,72+3,72+3,72+3,75+0,74+0,74+0,74+0,75+0,73+3,73+3,73+3,74+2,67+3,67+3,67+3,74+2,60+3,56+3,56+3,56+3,60+3,57+3,50+3,50+3,50+3,57+3
M. Schneiderlin,30,185,75,France,OGC Nice,French Ligue 1,76,76,6500000,30000,"CDM, CM",Right,2,4,3,Low/High,Lean,Yes,12400000.0,NoTag,CDM,6.0,,2020-07-01,2023.0,,,54.0,60.0,71.0,70.0,75.0,75.0,Dives Into Tackles (AI),65,58,69,79,56,68,68,63,72,76,55,54,65,74,67,71,65,75,74,56,78,75,63,65,56,73,,76,73,6,11,12,14,7,66+2,66+2,66+2,66+0,67+0,67+0,67+0,66+0,68+2,68+2,68+2,68+2,72+2,72+2,72+2,68+2,72+2,75+1,75+1,75+1,72+2,71+2,74+2,74+2,74+2,71+2
M. Hasebe,36,180,72,Japan,Eintracht Frankfurt,German 1. Bundesliga,76,76,1600000,18000,"CB, CDM",Right,2,3,3,Medium/Medium,Lean,Yes,2700000.0,NoTag,CB,20.0,,2014-07-01,2021.0,,,58.0,51.0,76.0,71.0,78.0,68.0,"Leadership, Long Passer (AI), Team Player",74,45,67,78,57,68,70,63,77,76,54,62,69,80,73,54,74,62,68,53,73,77,61,76,61,82,,80,74,10,12,10,15,9,62+2,62+2,62+2,67+0,66+0,66+0,66+0,67+0,69+2,69+2,69+2,69+2,73+2,73+2,73+2,69+2,73+2,76+0,76+0,76+0,73+2,73+2,75+1,75+1,75+1,73+2
M. Albrighton,30,175,74,England,Leicester City,English Premier League,76,76,7500000,66000,"RM, LM",Right,2,3,3,High/High,Lean,Yes,14300000.0,NoTag,SUB,11.0,,2014-07-01,2022.0,,,68.0,68.0,76.0,77.0,59.0,67.0,"Early Crosser, Long Passer (AI), Team Player",83,67,45,72,72,77,80,73,74,77,69,68,74,74,78,73,61,78,60,67,73,56,72,76,60,70,,59,46,15,9,8,15,14,68+2,68+2,68+2,74+0,72+0,72+0,72+0,74+0,73+2,73+2,73+2,75+1,73+2,73+2,73+2,75+1,68+2,68+2,68+2,68+2,68+2,65+2,61+2,61+2,61+2,65+2
Adrien Silva,31,175,69,Portugal,Leicester City,English Premier League,76,76,6500000,66000,"CM, CDM",Right,3,4,3,Medium/High,Normal,Yes,12400000.0,NoTag,RES,23.0,,2018-01-01,2021.0,,,53.0,73.0,77.0,75.0,69.0,67.0,Flair,74,67,61,79,70,76,79,74,78,79,53,53,66,75,67,79,51,69,63,77,79,76,71,77,82,78,,75,70,15,6,8,10,7,70+3,70+3,70+3,72+0,73+0,73+0,73+0,72+0,74+2,74+2,74+2,72+3,76+0,76+0,76+0,72+3,71+3,74+2,74+2,74+2,71+3,70+3,69+3,69+3,69+3,70+3
A. Poli,30,182,77,Italy,Bologna,Italian Serie A,76,76,6500000,28000,"CDM, CM",Right,2,3,3,High/Medium,Normal,No,11700000.0,NoTag,LDM,16.0,,2017-07-01,2022.0,,,68.0,65.0,75.0,78.0,73.0,67.0,Leadership,68,56,65,80,69,78,72,68,74,80,67,68,72,76,75,72,65,72,62,72,73,74,74,77,68,74,,72,72,5,5,5,5,5,70+2,70+2,70+2,73+0,73+0,73+0,73+0,73+0,75+1,75+1,75+1,74+2,76+0,76+0,76+0,74+2,74+2,75+1,75+1,75+1,74+2,73+2,72+2,72+2,72+2,73+2
T. Gebre Selassie,33,181,71,Czech Republic,SV Werder Bremen,German 1. Bundesliga,76,76,3500000,25000,"RB, RM",Right,2,2,3,Medium/Medium,Lean,No,6000000.0,NoTag,RB,23.0,,2012-07-01,2021.0,,,66.0,51.0,70.0,75.0,76.0,72.0,Team Player,76,49,83,76,49,75,52,58,69,76,67,66,71,76,66,62,90,76,69,39,71,80,68,61,51,72,,76,69,7,6,14,7,14,66+2,66+2,66+2,69+0,68+0,68+0,68+0,69+0,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,75+1,74+2,74+2,74+2,75+1,74+2,75+1,75+1,75+1,74+2
K. Asamoah,31,173,75,Ghana,Inter,Italian Serie A,76,76,7000000,74000,"LM, LB",Left,2,3,4,High/High,Stocky,No,11600000.0,NoTag,SUB,18.0,,2018-07-02,2021.0,,,71.0,68.0,76.0,79.0,77.0,72.0,Technical Dribbler (AI),76,55,68,78,76,79,72,68,77,79,74,69,83,76,83,84,77,67,70,76,82,76,77,74,64,74,,80,80,5,4,3,4,5,72+2,72+2,72+2,75+0,75+0,75+0,75+0,75+0,75+1,75+1,75+1,75+1,76+0,76+0,76+0,75+1,76+0,77+,77+,77+,76+0,76+0,76+0,76+0,76+0,76+0
J. McCarthy,29,180,72,Republic of Ireland,Crystal Palace,English Premier League,76,76,6500000,46000,"CDM, CM",Right,2,4,3,Medium/High,Normal,Yes,12400000.0,NoTag,SUB,22.0,,2019-08-07,2022.0,,,57.0,60.0,74.0,73.0,75.0,66.0,"Injury Prone, Dives Into Tackles (AI)",68,55,63,79,61,74,64,64,77,74,61,54,68,70,67,67,65,60,64,64,80,77,63,72,60,74,,76,74,12,11,8,10,13,65+2,65+2,65+2,68+0,68+0,68+0,68+0,68+0,70+2,70+2,70+2,69+2,73+2,73+2,73+2,69+2,71+2,75+1,75+1,75+1,71+2,71+2,73+2,73+2,73+2,71+2
R. Boudebouz,30,177,74,Algeria,AS Saint-Étienne,French Ligue 1,76,76,7500000,30000,"CAM, RM",Left,2,4,4,High/Low,Lean,Yes,15000000.0,NoTag,CAM,7.0,,2019-07-27,2022.0,,,68.0,76.0,78.0,78.0,40.0,58.0,"Flair, Technical Dribbler (AI)",80,75,45,76,70,80,83,81,74,78,67,69,76,73,73,77,62,59,60,74,53,35,74,81,90,74,,35,30,10,12,16,10,14,71+2,71+2,71+2,76+0,75+0,75+0,75+0,76+0,76+0,76+0,76+0,75+1,71+2,71+2,71+2,75+1,59+2,58+2,58+2,58+2,59+2,55+2,49+2,49+2,49+2,55+2
A. Mehmedi,29,183,78,Switzerland,VfL Wolfsburg,German 1. Bundesliga,76,76,7500000,45000,"CF, LM, CAM",Right,2,3,3,Medium/High,Normal,Yes,12800000.0,NoTag,CAM,14.0,,2018-01-31,2022.0,SUB,18.0,69.0,76.0,71.0,80.0,44.0,67.0,Technical Dribbler (AI),74,75,56,75,80,81,74,58,58,81,70,68,77,78,76,80,64,67,67,72,68,44,78,74,69,75,,43,36,13,14,8,15,16,74+2,74+2,74+2,76+0,76+0,76+0,76+0,76+0,76+0,76+0,76+0,75+1,71+2,71+2,71+2,75+1,62+2,60+2,60+2,60+2,62+2,58+2,54+2,54+2,54+2,58+2
J. Wilshere,28,172,68,England,West Ham United,English Premier League,76,76,7500000,39000,"CM, CAM, CDM",Left,3,2,3,Medium/Medium,Normal,Yes,14300000.0,NoTag,SUB,19.0,,2018-07-09,2021.0,,,63.0,67.0,79.0,80.0,63.0,61.0,"Injury Prone, Playmaker (AI), Technical Dribbler (AI)",73,61,58,83,64,80,77,71,80,82,68,58,76,75,83,74,66,54,56,70,81,62,76,81,65,80,,64,65,6,15,15,9,11,70+3,70+3,70+3,75+0,75+0,75+0,75+0,75+0,77+,77+,77+,75+1,76+0,76+0,76+0,75+1,68+3,71+3,71+3,71+3,68+3,67+3,66+3,66+3,66+3,67+3
D. Le Tallec,30,187,80,France,Montpellier HSC,French Ligue 1,76,76,6500000,28000,"CDM, CM",Right,1,4,2,Medium/High,Normal,No,13000000.0,NoTag,LCM,14.0,,2018-07-01,2022.0,,,61.0,62.0,69.0,70.0,77.0,77.0,,65,60,78,76,58,70,64,37,72,73,55,66,65,72,62,70,75,74,79,60,78,77,65,70,66,67,,78,74,10,12,6,10,10,68+2,68+2,68+2,67+0,68+0,68+0,68+0,67+0,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,72+2,75+1,75+1,75+1,72+2,73+2,76+0,76+0,76+0,73+2
R. Hamouma,33,178,76,France,AS Saint-Étienne,French Ligue 1,76,76,4700000,30000,"RM, ST, RW",Right,2,4,3,High/Medium,Normal,No,9400000.0,NoTag,RM,21.0,,2012-07-19,2021.0,,,69.0,73.0,76.0,78.0,42.0,62.0,"Injury Prone, Speed Dribbler (AI), Outside Foot Shot",77,73,63,77,73,79,77,70,71,79,72,67,75,72,73,70,57,70,60,73,60,39,77,76,71,73,,41,41,14,11,14,7,13,72+2,72+2,72+2,76+0,75+0,75+0,75+0,76+0,76+0,76+0,76+0,75+1,72+2,72+2,72+2,75+1,61+2,59+2,59+2,59+2,61+2,58+2,52+2,52+2,52+2,58+2
M. Gonalons,31,187,76,France,Granada CF,Spain Primera Division,76,76,6000000,23000,"CDM, CM",Right,3,4,3,Low/Medium,Lean,Yes,12600000.0,NoTag,LDM,4.0,,2020-08-04,2023.0,,,53.0,61.0,70.0,68.0,75.0,72.0,"Injury Prone, Long Passer (AI)",61,55,73,75,60,64,57,57,76,76,59,48,61,75,63,74,77,59,74,60,81,77,60,71,68,73,,79,76,11,11,11,8,5,66+3,66+3,66+3,65+0,66+0,66+0,66+0,65+0,68+3,68+3,68+3,66+3,71+3,71+3,71+3,66+3,69+3,75+1,75+1,75+1,69+3,70+3,75+1,75+1,75+1,70+3
D. Pröpper,28,185,79,Netherlands,Brighton & Hove Albion,English Premier League,76,76,7500000,53000,"CM, CDM",Right,2,3,4,Medium/High,Lean,Yes,14300000.0,NoTag,SUB,24.0,,2017-08-07,2023.0,,,60.0,70.0,76.0,77.0,66.0,75.0,Playmaker (AI),67,62,70,80,72,78,76,73,75,81,62,59,69,77,68,80,68,86,69,78,78,62,69,78,66,83,,65,60,16,8,16,9,6,72+2,72+2,72+2,73+0,74+0,74+0,74+0,73+0,75+1,75+1,75+1,74+2,76+0,76+0,76+0,74+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,69+2
M. Braithwaite,29,177,73,Denmark,FC Barcelona,Spain Primera Division,76,76,7500000,125000,"ST, LM",Right,2,4,4,Medium/High,Normal,No,15400000.0,NoTag,SUB,19.0,,2020-02-20,2024.0,LW,11.0,80.0,75.0,70.0,77.0,35.0,74.0,"Flair, Speed Dribbler (AI), Playmaker (AI)",68,77,67,74,75,76,71,75,65,80,80,80,80,74,72,77,81,76,75,71,69,31,75,69,73,76,,30,26,14,13,11,7,8,76+0,76+0,76+0,76+0,76+0,76+0,76+0,76+0,75+1,75+1,75+1,75+1,69+2,69+2,69+2,75+1,58+2,56+2,56+2,56+2,58+2,55+2,50+2,50+2,50+2,55+2
W. Khazri,29,182,76,Tunisia,AS Saint-Étienne,French Ligue 1,76,76,7500000,34000,"ST, CAM",Right,1,4,4,High/High,Stocky,Yes,15000000.0,NoTag,SUB,10.0,,2018-07-17,2022.0,,,71.0,79.0,76.0,79.0,42.0,67.0,"Long Shot Taker (AI), Playmaker (AI)",80,77,54,76,69,79,79,78,67,80,68,74,76,76,74,85,36,68,67,81,75,53,78,77,75,80,,46,30,6,7,11,11,6,75+1,75+1,75+1,77+,77+,77+,77+,77+,77+,77+,77+,76+0,73+2,73+2,73+2,76+0,62+2,61+2,61+2,61+2,62+2,58+2,53+2,53+2,53+2,58+2
T. Cairney,29,186,84,Scotland,Fulham,English Premier League,76,76,7500000,85000,"CAM, CM",Left,1,2,4,Medium/Medium,Normal,Yes,14300000.0,NoTag,LDM,10.0,,2015-06-26,2024.0,,,63.0,72.0,77.0,77.0,60.0,64.0,"Playmaker (AI), Outside Foot Shot",71,71,58,81,70,76,76,72,76,79,66,60,78,75,75,74,42,69,67,76,54,60,72,76,65,77,,62,51,14,12,7,6,7,71+2,71+2,71+2,74+0,74+0,74+0,74+0,74+0,76+0,76+0,76+0,74+2,75+1,75+1,75+1,74+2,67+2,69+2,69+2,69+2,67+2,65+2,62+2,62+2,62+2,65+2
Tomás Pina,32,184,78,Spain,Deportivo Alavés,Spain Primera Division,76,76,6000000,24000,"CM, CDM",Right,1,3,3,Medium/High,Lean,Yes,12600000.0,NoTag,RCM,8.0,,2018-08-12,2021.0,,,47.0,66.0,72.0,73.0,73.0,72.0,,58,62,69,79,59,76,65,61,78,78,55,41,59,78,45,73,66,71,72,68,76,77,71,74,59,70,,77,70,8,12,11,7,15,69+2,69+2,69+2,69+0,71+0,71+0,71+0,69+0,72+2,72+2,72+2,70+2,76+0,76+0,76+0,70+2,70+2,76+0,76+0,76+0,70+2,69+2,73+2,73+2,73+2,69+2
Nolito,33,175,65,Spain,RC Celta,Spain Primera Division,76,76,4700000,25000,"LW, LM",Right,3,3,4,High/Low,Normal,Yes,9900000.0,NoTag,LM,9.0,,2020-06-18,2022.0,,,66.0,75.0,75.0,76.0,45.0,63.0,"Finesse Shot, Technical Dribbler (AI)",76,77,56,75,65,76,81,76,69,78,69,63,74,79,74,73,61,57,62,76,73,50,78,75,74,77,,39,27,10,15,12,8,8,73+3,73+3,73+3,75+0,75+0,75+0,75+0,75+0,75+1,75+1,75+1,74+2,71+3,71+3,71+3,74+2,60+3,61+3,61+3,61+3,60+3,57+3,54+3,54+3,54+3,57+3
M. Uth,28,185,72,Germany,FC Schalke 04,German 1. Bundesliga,76,76,8000000,28000,"CAM, CF, ST",Left,1,2,3,Medium/Medium,Lean,Yes,13600000.0,NoTag,RS,7.0,,2018-07-01,2022.0,,,72.0,78.0,71.0,76.0,40.0,68.0,,69,77,69,75,74,77,70,65,67,77,76,68,74,78,68,83,71,75,66,78,61,39,78,73,67,76,,39,36,9,11,8,9,11,76+0,76+0,76+0,75+0,76+0,76+0,76+0,75+0,76+0,76+0,76+0,75+1,71+2,71+2,71+2,75+1,60+2,58+2,58+2,58+2,60+2,57+2,52+2,52+2,52+2,57+2
